,Condition de prescription ou de délivrance,DesPharma,Dosage subst,Forme pharmaceutique,Nom,Nom subst,Type de générique,Voie d'administartion,cip7,cis,prix
9921,,solution,5 mg,solution injectable,OVALEAP 300 UI/0 5 ml  solution injectable,IPILIMUMAB ,,sous-cutanée,2790302,67050131,70.02
9922,,solution,3 mg,comprimé pelliculé,TADALAFIL ZYDUS 10 mg  comprimé pelliculé,CHLORURE DE POTASSIUM,,orale,3008027,67050149,0
9923,,comprimé,59 00 mg,comprimé pelliculé,RALOXIFENE TEVA 60 mg  comprimé pelliculé,DL-ALPHA-HYDROXYMÉTHIONINATE DE CALCIUM,,orale,4933504,67050747,10.88
9924,,gel,120 mg,comprimé orodispersible,ZOLMITRIPTAN BIOGARAN 2 5 mg  comprimé orodispersible,KÉTOCONAZOLE,,orale,4924712,67050829,7.72
9925,,solution,10 mg,comprimé enrobé,ACEBUTOLOL SANDOZ 400 mg  comprimé enrobé,PARACÉTAMOL,,orale,3658409,67050875,5.02
9926,,comprimé,20 mg,solution injectable,PETHIDINE RENAUDIN 50 mg/ml  solution injectable en ampoule,SIMVASTATINE,,intramusculaire;intraveineuse,3620306,67051009,0
9927,,comprimé,8 mg,comprimé enrobé,TRANQUITAL  comprimé enrobé,CANDÉSARTAN CILEXÉTIL,,orale,3409735,67052926,0
9928,,comprimé,1 67 mg,comprimé pelliculé à libération prolongée,OXYCODONE EG LP 20 mg  comprimé pelliculé à libération prolongée,PÉRINDOPRIL,,orale,2775509,67055370,9.20
9929,,dispositif,11 0 mg,comprimé pelliculé,DASATINIB EG 20 mg  comprimé pelliculé,FENTANYL,,orale,3017982,67055840,786.61
9930,,comprimé,300 mg,comprimé pelliculé,EXJADE 180 mg  comprimé pelliculé,IRBÉSARTAN,,orale,3006174,67055858,343.17
9931,,solution,100 UI,collutoire,ANGI-SPRAY MAL DE GORGE CHLORHEXIDINE/LIDOCAÏNE  collutoire,INSULINE LISPRO ,,voie buccale autre,3042565,67056159,0
9932,,comprimé,500 mg,comprimé pelliculé sécable,BETAXOLOL MYLAN 20 mg  comprimé pelliculé sécable,CHLORHYDRATE DE METFORMINE,,orale,2737897,67056604,4.95
9933,,gélule,125 mg,comprimé pelliculé,LINEZOLIDE MYLAN PHARMA 600 mg  comprimé pelliculé,APRÉPITANT,,orale,3005455,67057492,0
9934,,comprimé,1 mg,comprimé effervescent(e),EFFERALGANMED 1000 mg  comprimé effervescent,ANASTROZOLE,,orale,3529178,67058605,1.16
9935,,comprimé,75 mg,gélule,CELECOXIB BIOGARAN 200 mg  gélule,IRBÉSARTAN,,orale,3000137,67058644,5.06
9936,,suspension,25 microgrammes,comprimé pelliculé,CONEBILOX 5 mg/25 mg  comprimé pelliculé,ANTIGÈNE DE BORDETELLA PERTUSSIS : ANATOXINE ,,orale,3939717,67059059,8.07
9937,,gélule,25 mg,comprimé à sucer ou à croquer,CALCOS VITAMINE D3  comprimé à sucer ou à croquer,SERTRALINE,,orale,3569108,67059130,5.56
9938,,comprimé,50 mg,comprimé pelliculé,ATORVASTATINE KRKA 10 mg  comprimé pelliculé,DICLOFÉNAC SODIQUE,,orale,2663325,67059408,4.36
9939,,comprimé,400 mg,solution injectable,SKYRIZI 75 mg  solution injectable en seringue préremplie,IMATINIB,,sous-cutanée,3017488,67060271,2.739.61
9940,,solution,72 mg,comprimé pelliculé,DOXY 50 mg  comprimé pelliculé,CHLORHYDRATE D'ARTICAÏNE,,orale,3454977,67061569,2.36
9941,,comprimé,3 338 mg,solution injectable,PARSABIV 5 mg  solution injectable,PÉRINDOPRIL,,intraveineuse;voie extracorporelle autre,3007880,67061971,0
9942,,suspension,250 microgrammes,comprimé gastro-résistant(e),CONTALAX  comprimé gastro-résistant,PROPIONATE DE FLUTICASONE,,orale,3025153,67064661,0
9943,,comprimé,2 mg,comprimé,ÉZÉTIMIBE/SIMVASTATINE ALTER 10 mg/40 mg  comprimé,RISPÉRIDONE,,orale,3016430,67065998,19.04
9944,,comprimé,500 mg,comprimé pelliculé,SILDENAFIL ZENTIVA 50 mg  comprimé pelliculé,GRISÉOFULVINE,,orale,2697873,67066018,0
9945,,comprimé,1 25 mg,pommade,BRULEX  pommade,HÉMIFUMARATE DE BISOPROLOL,,cutanée,3411169,67066573,0
9946,,gélule,300 mg,solution buvable,EXELON 2 mg/ml  solution buvable,CHLORHYDRATE DE DILTIAZEM,,orale,3634892,67070657,0
9947,,suppositoire,0 642 g,gélule gastro-résistant(e),EUROBIOL 25 000 U  gélule gastro-résistante,GLYCÉROL,,orale,3953338,67071047,26.83
9948,,solution,2850 UI anti Xa,comprimé pelliculé,XARELTO 20 mg  comprimé pelliculé,NADROPARINE CALCIQUE ,,orale,2192305,67071218,53.32
9949,,poudre,20 mg,comprimé pelliculé,SILDENAFIL MYLAN 50 mg  comprimé pelliculé,PEGVISOMANT ,,orale,3006798,67073354,0
9950,,comprimé,100 mg,comprimé pelliculé,VARDENAFIL SANDOZ 5 mg  comprimé pelliculé,IMATINIB,,orale,3010880,67075622,0
9951,,comprimé,2 50 mg,comprimé pelliculé,BISOPROLOL/HYDROCHLOROTHIAZIDE ZENTIVA 10 mg/6 25 mg  comprimé pelliculé,LÉTROZOLE,,orale,3989112,67076845,4.13
9952,,comprimé,5 0 mg,comprimé pelliculé,TASMAR 100 mg  comprimé pelliculé,RAMIPRIL,,orale,3454664,67077388,119.18
9953,,comprimé,60 mg,comprimé à libération prolongée,TRAMADOL MYLAN GENERIQUES LP 150 mg  comprimé à libération prolongée,CHLORHYDRATE DE MIANSÉRINE,,orale,3812595,67078561,7.98
9954,,comprimé,10 mg,poudre et  solvant pour solution injectable,UMATROPE 6 mg/3 ml  poudre et solvant pour solution injectable,AMLODIPINE,,sous-cutanée,3421587,67079617,163.54
9955,,comprimé,8 64 mg,comprimé à libération prolongée,VENLAFAXINE BIPHAR 225 mg  comprimé à libération prolongée,CHLORHYDRATE DE BUPRÉNORPHINE,,orale,3845063,67080249,18.07
9956,,solution buvable en gouttes,2CH à 30CH et 4DH à 60DH,solution injectable,AMGEVITA 40 mg  solution injectable en stylo prérempli,CHAMOMILLA VULGARIS  RADIX  DÉCOCTÉ POUR PRÉPARATIONS HOMÉOPATHIQUES,,sous-cutanée,3014176,67080391,246.53
9957,,poudre,2 mg,crème,ARNICAN 4 POUR CENT  crème,RÉMIFENTANIL BASE,,cutanée,3416391,67082677,0
9958,,solution,2 50 mg,comprimé pelliculé sécable à libération prolongée,VALPROATE DE SODIUM EG L.P. 500 mg  comprimé pelliculé sécable à libération prolongée,CHLORHYDRATE DE BUPIVACAÏNE ANHYDRE,,orale,3696597,67082887,6.79
9959,,gélule,0 5 mg,gélule,TEMOZOLOMIDE TEVA 140 mg  gélule,ANAGRÉLIDE,,orale,3471697,67082976,0
9960,,comprimé,25 00 mg,comprimé pelliculé,PRILIGY 30 mg  comprimé pelliculé,HYDROCHLOROTHIAZIDE,,orale,2226926,67084087,0
9961,,solution,0 40 g,poudre pour inhalation en gélule,ONBREZ BREEZHALER 150 microgrammes  poudre pour inhalation en gélule,CHLORURE DE POTASSIUM,,inhalée,3998217,67084265,0
9962,,solution,,comprimé pelliculé,EXCEDRINIL 250 mg/250 mg/65 mg  comprimé pelliculé,ACÉTATE D'OCTRÉOTIDE,,orale,3467773,67084685,0
9963,,comprimé,10 mg,comprimé,PRAZEPAM BIOGARAN 10 mg  comprimé,CHLORURE DE DÉQUALINIUM,,orale,3533949,67086191,2.00
9964,,comprimé,500 mg,comprimé pelliculé,MYCOPHENOLATE MOFETIL SANDOZ 500 mg  comprimé pelliculé,ACIDE ACÉTYLSALICYLIQUE,,orale,4924451,67086615,50.39
9965,,collyre,0 12 mg,comprimé pelliculé sécable,VALSARTAN ZYDUS FRANCE 80 mg  comprimé pelliculé sécable,FLURBIPROFÈNE SODIQUE DIHYDRATÉ,,orale,4189773,67087471,10.83
9966,,comprimé,12 5 mg,comprimé pelliculé,CLOPIDOGREL EG 75 mg  comprimé pelliculé,HYDROCHLOROTHIAZIDE,,orale,3967872,67088979,9.71
9967,,comprimé,15 mg,poudre pour usage parentéral,CEFAZOLINE PANPHARMA 2 g/10 ml  poudre et solution pour usage parentéral (IV),ARIPIPRAZOLE,,intraveineuse,5561393,67089141,0
9968,,solution,225 MBq,comprimé pelliculé,DASATINIB KRKA 50 mg  comprimé pelliculé,CHLORURE DE FLUOROCHOLINE [18F],,orale,3019021,67089180,1.486.90
9969,,comprimé,5 mg,solution pour inhalation,QVAR AUTOHALER 100 microgrammes/dose  solution pour inhalation en flacon pressurisé,RAMIPRIL,,inhalée,3516069,67089369,20.87
9970,,comprimé,300 mg,comprimé,DOLIALLERGIE LORATADINE 10 mg  comprimé,PÉNICILLAMINE,,orale,4981905,67091719,0
9971,,comprimé,100 mg,comprimé à sucer,CALCIGAUROL 500 mg  comprimé à sucer,AMISULPRIDE,,orale,3441118,67091911,0
9972,,comprimé,1000 mg,comprimé,ACARBOSE SANDOZ 100 mg  comprimé,PARACÉTAMOL,,orale,2698306,67093136,13.84
9973,,comprimé,8 mg,solution buvable,HUMEX 5 % ADULTES EXPECTORANT SANS SUCRE  solution buvable édulcorée à la saccharine sodique,DICHLORHYDRATE DE BÉTAHISTINE,,orale,3939321,67094067,0
9974,,comprimé,200 mg,collyre en solution,LATANOPROST/TIMOLOL SANDOZ 50 microgrammes/5 mg par ml  collyre en solution,ALLOPURINOL,,ophtalmique,2217471,67094626,6.66
9975,,comprimé,188 46 mg,comprimé pelliculé,IBUPROFENE ZENTIVA 200 mg  comprimé pelliculé,CIBENZOLINE (SUCCINATE DE),,orale,3006525,67095030,1.34
9976,,comprimé,32 5 mg,poudre et  solvant pour solution injectable,SOMAVERT 10 mg  poudre et solvant pour solution injectable,ACIDE RISÉDRONIQUE,,sous-cutanée,3607837,67096189,1.892.95
9977,,comprimé,100 mg,solution buvable,FLUIMUCIL EXPECTORANT ACETYLCYSTEINE 2 % ADULTES SANS SUCRE  solution buvable édulcorée à la saccharine sodique  au cyclamate de sodium et au sucralose,ACIDE TIAPROFÉNIQUE,,orale,3539283,67096723,0
9978,,comprimé,100 mg,solution pour pulvérisation,FORTACIN 150 mg/ml / 50 mg/ml  spray cutané solution,LOSARTAN POTASSIQUE,,cutanée,3007365,67099299,0
9979,,comprimé,20 mg,comprimé,ACTIQ 400 microgrammes  comprimé avec applicateur buccal,SIMVASTATINE,,voie buccale autre,3580682,67100036,20.46
9980,,granules,2CH à 30CH et 4DH à 60DH,solution buvable,OXOMEMAZINE H2 PHARMA 0 33 mg/ml SANS SUCRE  solution buvable édulcorée à l'acésulfame potassique,PHOSPHORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,4921547,67100805,1.99
9981,,comprimé,10 mg,solution pour perfusion,FARMORUBICINE 10 mg/5 ml  solution pour perfusion,MANIDIPINE (DICHLORHYDRATE DE),,intraveineuse,5615019,67100890,0
9982,,comprimé,50 mg,poudre pour solution pour perfusion,PIPERACILLINE/TAZOBACTAM SANDOZ 2 g/0 25 g  poudre pour solution pour perfusion,DICLOFÉNAC SODIQUE,,intraveineuse,3895693,67101191,5.15
9983,,comprimé,10 mg,comprimé à libération prolongée,XEROQUEL LP 50 mg  comprimé à libération prolongée,DOMPÉRIDONE,,orale,4973952,67101782,6.56
9984,,comprimé,2 5 mg,comprimé sécable,PERINDOPRIL ARROW LAB 4 mg  comprimé sécable,GLIBENCLAMIDE,,orale,2671342,67102090,3.64
9985,,solution,0 100 g,comprimé,PERINDOPRIL/AMLODIPINE HCS 8 mg/5 mg  comprimé,PHOSPHATE SODIQUE DE DEXAMÉTHASONE,,orale,3014272,67102368,8.65
9986,,comprimé,100 mg,comprimé pelliculé,BISOPROLOL/HYDROCHLOROTHIAZIDE EG 5 mg/6 25 mg  comprimé pelliculé,LORLATINIB,,orale,3627998,67102553,4.13
9987,,gélule,150 mg,comprimé,TRIATEC 1 25 mg  comprimé,PRÉGABALINE,,orale,3643974,67103203,4.73
9988,,comprimé,10 mg,comprimé effervescent(e) sécable,DONORMYL 15 mg  comprimé effervescent sécable,CHLORHYDRATE DE MÉMANTINE,,orale,3675201,67103299,0
9989,,poudre,,gélule gastro-résistant(e),TECFIDERA 240 mg  gélule gastro-résistante,MÉROPÉNEM TRIHYDRATÉ,,orale,2749794,67104351,879.90
9990,,solution,20 00 mg,comprimé enrobé,CEFUROXIME MYLAN 250 mg  comprimé enrobé,CHLORHYDRATE DE MORPHINE,,orale,3675572,67104586,4.13
9991,,poudre,12 3 mg,comprimé pelliculé,VITAMINE B1 ARROW CONSEIL 250 mg  comprimé pelliculé,SULFATE DE POLYMYXINE B,,orale,3193844,67104999,0
9992,,gélule,25 95 mg,comprimé sécable,MOLSIDOMINE MYLAN 2 mg  comprimé sécable,MÉTHYLPHÉNIDATE,,orale,3555514,67105745,2.15
9993,,comprimé,,comprimé,GLIMEPIRIDE ACCORD HEALTHCARE 2 mg  comprimé,CHLORHYDRATE DE ROPINIROLE,,orale,2167276,67107098,10.94
9994,,gélule,250 mg,comprimé pelliculé,LEVODOPA/CARBIDOPA/ENTACAPONE TEVA 100 mg/25 mg/200 mg  comprimé pelliculé,AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE),,orale,3010263,67107269,45.08
9995,,solution,250 microgrammes,poudre pour solution à diluer pour perfusion,CASPOFUNGINE SUN 70 mg  poudre pour solution à diluer pour perfusion,DIPROPIONATE DE BÉCLOMÉTHASONE,,intraveineuse,3008664,67108093,0
9996,,comprimé,20 mg,comprimé pelliculé,ROXITHROMYCINE RANBAXY 150 mg  comprimé pelliculé,ATORVASTATINE,,orale,3781305,67110062,8.40
9997,,comprimé,40 00 mg,collyre en solution,ALLERGOCOMOD  collyre en solution,PANTOPRAZOLE,,ophtalmique,3542931,67111171,5.79
9998,,comprimé,0 030 mg,comprimé pelliculé,ATORVASTATINE ALMUS 80 mg  comprimé pelliculé,ÉTHINYLESTRADIOL,,orale,2218387,67111196,12.79
9999,,gélule,10 mg,solution injectable,GONAL-F 900 UI/1 5 ml (66 microgrammes/1 5 ml)  solution injectable en stylo prérempli,NITISINONE,,sous-cutanée,3634811,67112526,261.07
10000,,granules,0 02 ml (5 DH),comprimé quadrisécable,TEMERIT 5 mg  comprimé quadrisécable,MENTHA PIPERITA POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3742038,67113350,5.98
10001,,comprimé,25 mg,solution injectable,MOVYMIA 20 microgrammes/80 microlitres  solution injectable,ÉTRAVIRINE,,sous-cutanée,3011931,67114096,230.96
10002,,gélule,400 mg,comprimé pelliculé sécable,NALTREXONE ACCORD 50 mg  comprimé pelliculé sécable,GABAPENTINE,,orale,3886197,67115586,25.73
10003,,comprimé,200 mg,comprimé pelliculé,DOMPERIDONE GERDA 10 mg  comprimé pelliculé,MALÉATE DE TRIMÉBUTINE,,orale,3641515,67116396,0
10004,,comprimé,50 mg,comprimé enrobé,TOFRANIL 25 mg  comprimé enrobé,QUÉTIAPINE,,orale,3106779,67117128,3.59
10005,,comprimé,5 mg,solution buvable,CUIVRE-OR-ARGENT OLIGOSOL  solution buvable en flacon,CHLORHYDRATE DE DONÉPÉZIL,,orale;sublinguale,3075079,67119257,0
10006,,solution,200 000 UI,émulsion pour application,ROZEX 0 75 %  émulsion pour application cutanée,CHOLÉCALCIFÉROL,,cutanée,3005955,67119549,7.92
10007,,gélule,8 mg,gélule,DOLIPRANE 500 mg  gélule,SILODOSINE,,orale,5608261,67119691,0
10008,,comprimé,150 mg,gélule,TEMOZOLOMIDE ACCORD 100 mg  gélule,IRBÉSARTAN,,orale,3002400,67119741,0
10009,,gélule,3 56 mg,comprimé,MANIDIPINE SANDOZ 20 mg  comprimé,HYDROMORPHONE,,orale,3804928,67120494,15.83
10010,,comprimé,20 mg,solution injectable,ROACTEMRA 162 mg  solution injectable en stylo prérempli,ÉSOMÉPRAZOLE,,sous-cutanée,3014552,67121308,822.13
10011,,comprimé,80 mg,solution et  solution pour colle,TISSEEL  solutions pour colle,VALSARTAN,,épilésionnelle,5500089,67121475,0
10012,,poudre,6 mg,comprimé pelliculé,CLARITHROMYCINE ZYDUS 250 mg  comprimé pelliculé,SOMATOSTATINE,,orale,3853654,67121653,4.14
10013,,poudre,0 25 mg,solution injectable,RETACRIT 2000 UI/0 6 ml  solution injectable en seringue préremplie,TRABECTÉDINE,,intraveineuse;sous-cutanée,3862831,67122310,0
10014,,comprimé,200 mg,comprimé sécable,PROPRANOLOL BIOGARAN 40 mg  comprimé sécable,ALLOPURINOL,,orale,3003853,67122698,1.65
10015,,comprimé,5 mg,poudre pour inhalation,ASMELOR NOVOLIZER 12 microgrammes/dose  poudre pour inhalation,DICHLORHYDRATE DE LÉVOCÉTIRIZINE,,inhalée,3767268,67122869,16.42
10016,,solution buvable en gouttes,2CH à 30CH et 4DH à 60DH,comprimé pelliculé,SPIRAMYCINE/METRONIDAZOLE ALMUS 1 5 M UI/250 mg  comprimé pelliculé,MELILOTUS OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,4929158,67124126,5.02
10017,,comprimé,11 85 mg,comprimé enrobé gastro-résistant(e),SALAZOPYRINE 500 mg  comprimé enrobé gastro-résistant,VARDÉNAFIL (MONOCHLORHYDRATE DE) TRIHYDRATÉ,,orale,3226880,67124724,11.64
10018,,pommade,340000UI,solution injectable pour perfusion,SOLUTION INJECTABLE DE GLUCOSE A 30 POUR CENT BIOSEDRA  solution injectable pour perfusion en flacon,SULFATE DE NÉOMYCINE,,intraveineuse,5558592,67125790,0
10019,,comprimé,10 mg,comprimé,COVERAM 5 mg/10 mg  comprimé,PRAVASTATINE SODIQUE,,orale,4900015,67126052,18.09
10020,,comprimé,200 mg,poudre et  solvant pour solution injectable,ROCEPHINE 500 mg/2 ml  poudre et solvant pour solution injectable (IM),IBUPROFÈNE,,intramusculaire,3267502,67126561,3.49
10021,,gélule,20 mg,solution pour perfusion,AMIKACINE B. BRAUN 10 mg/ml  solution pour perfusion,FLUVASTATINE BASE,,intraveineuse,5795352,67126682,0
10022,,comprimé,20 mg,solution pour application,SEPTIVON 1 5 %  solution pour application cutanée,CABOZANTINIB,,cutanée,3641662,67127581,2.10
10023,,solution,0 785 mg,solution à diluer pour perfusion,OXALIPLATINE KABI 5 mg/ml  solution à diluer pour perfusion,CITRATE DE FENTANYL,,intraveineuse,5759273,67127720,0
10024,,solution,(TM),gélule gastro-résistant(e),VIDEX 200 mg  gélule gastro-résistante,CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3537433,67128459,100.98
10025,,poudre,150 UI,comprimé pelliculé,SINGULAIR 10 mg  comprimé pelliculé,HORMONE FOLLICULO STIMULANTE ,,orale,4902834,67128676,11.54
10026,,gélule,180 mg,comprimé pelliculé,PREZISTA 75 mg  comprimé pelliculé,TÉMOZOLOMIDE,,orale,3959513,67128815,526.53
10027,,solution,100 mg,solution injectable,NORDITROPINE SIMPLEXX 15 mg/1 5 ml  solution injectable en cartouche,CICLOSPORINE,,sous-cutanée,3530939,67129778,407.18
10028,,solution,,solution injectable,DEXTRION G 5 LAVOISIER  solution injectable (IV) en flacon,SULFATE DE TOBRAMYCINE,,intraveineuse,5594642,67130200,0
10029,,solution,35 0000 g,comprimé,PRAVASTATINE ISOMED 40 mg  comprimé,IODE,,orale,3755578,67130474,0
10030,,comprimé,75 microgrammes,gélule à libération prolongée,LASILIX RETARD 60 mg  gélule,DÉSOGESTREL,,orale,3249237,67131583,3.71
10031,,suspension,100 mg,poudre pour suspension buvable,AMOXICILLINE MYLAN PHARMA 500 mg/5 ml  poudre pour suspension buvable,PALIPÉRIDONE,,orale,3525186,67131754,1.87
10032,,gélule,25 mg,solution injectable,KETAMINE RENAUDIN 10 mg/ml  solution injectable,SERTRALINE,,intramusculaire;intraveineuse,5785299,67132571,0
10033,,ovule,150 mg,capsule molle,LAMPRENE 100 mg  capsule molle,NITRATE D'ÉCONAZOLE,,orale,5602821,67132888,0
10034,,gélule,300 mg,solution pour bain de bouche,DENTEX  solution pour bain de bouche,THÉOPHYLLINE,,voie buccale autre,3540079,67133545,0
10035,,solution,4 0000 g,comprimé pelliculé,COPEGUS 200 mg  comprimé pelliculé,CYAMÉMAZINE,,orale,3615908,67133883,76.17
10036,,comprimé,8 mg,solution injectable,PEGASYS 180 microgrammes  solution injectable en seringue préremplie,CANDÉSARTAN CILEXÉTIL,,sous-cutanée,3599606,67134227,152.38
10037,,émulsion,20 mg,comprimé pelliculé et  comprimé pelliculé pelliculé,MELODIA 60 microgrammes/15 microgrammes  comprimé pelliculé,PROPOFOL,,orale,3515779,67136370,0
10038,,comprimé,1000 mg,comprimé enrobé,GESTODENE/ETHINYLESTRADIOL MYLAN 75 microgrammes/30 microgrammes  comprimé enrobé,FRACTION FLAVONOÏQUE PURIFIÉE MICRONISÉE,,orale,3759688,67136573,0
10039,,crème,1 g,comprimé,THIOCOLCHICOSIDE BIOGARAN 4 mg  comprimé,NITRATE D'ÉCONAZOLE,,orale,3597116,67136662,0
10040,,comprimé,10 mg,solution pour hémodialyse pour hémodialyse et  solution pour hémodialyse pour hémodialyse,MULTIBIC SANS POTASSIUM  solution pour hémodialyse/hémofiltration,CHLORHYDRATE D'ALFUZOSINE,,hémodialyse;hémofiltration;voie extracorporelle autre,3469424,67136790,0
10041,,comprimé,5 mg,solution pour inhalation par nébuliseur,IPRATROPIUM AGUETTANT ENFANT 0 25 mg/1 ml  solution pour inhalation par nébuliseur en récipient unidose,ACÉTATE DE MÉDROXYPROGESTÉRONE,,inhalée,3658154,67136858,2.86
10042,,solution,5 83 mg,comprimé pelliculé à libération prolongée,FELODIPINE ZENTIVA L.P. 5 mg  comprimé pelliculé à libération prolongée,SOMATROPINE ,,orale,3784870,67139288,3.42
10043,,comprimé,50 mg,granules,HOMEORYL  granules,BICALUTAMIDE,,sublinguale,3965896,67139772,0
10044,,émulsion,1 g,gélule,FENOFIBRATE MYLAN 300 mg  gélule,NITRATE D'ÉCONAZOLE,,orale,3349973,67140059,3.81
10045,,gélule,125,poudre pour suspension buvable,CLAMOXYL 250 mg/ 5 ml  poudre pour suspension buvable,AUBÉPINE (SOMMITÉ FLEURIE D') (EXTRAIT SEC DE),,orale,3211128,67140810,1.49
10046,,poudre,125 mg,comprimé pelliculé,IPRAFEINE 400 mg/100 mg  comprimé pelliculé,AMOXICILLINE ANHYDRE,,orale,3007492,67140828,0
10047,,collyre,0 5 mg,solution buvable,CORYZALIA  solution buvable en récipient unidose,ACIDE SALICYLIQUE,,orale,3014241,67141200,0
10048,,comprimé,10 mg,comprimé pelliculé,LERCAN 20 mg  comprimé pelliculé,OLANZAPINE,,orale,3712439,67143411,5.56
10049,,plante(s),0 225 g,comprimé pelliculé,TAHOR 10 mg  comprimé pelliculé,THÉ VERT,,orale,3430675,67143532,4.95
10050,,comprimé,600 mg,gel,LIPOSIC 2 mg/g  gel ophtalmique,GABAPENTINE,,ophtalmique,3593101,67143895,2.37
10051,,comprimé,,dispositif,FEMSEPT 100 microgrammes/24 heures  dispositif transdermique,AMOXICILLINE TRIHYDRATÉE,,transdermique,3461055,67144004,5.86
10052,,gélule,100 mg,gélule,ARKOGELULES AUBEPINE  gélule,FLUCONAZOLE,,orale,3463539,67144043,0
10053,,solution,2 5 mg,comprimé,ABSTRAL 200 microgrammes  comprimé sublingual,CHOLÉCALCIFÉROL,,sublinguale,3910441,67144513,59.62
10054,,gélule,40 mg,comprimé pelliculé,FINASTERIDE MYLAN 5 mg  comprimé pelliculé,ÉSOMÉPRAZOLE,,orale,3771413,67145743,10.97
10055,,comprimé,10 mg,comprimé pelliculé,SEBIVO 600 mg  comprimé pelliculé,TROPATÉPINE (CHLORHYDRATE DE),,orale,3799357,67146044,401.86
10056,,comprimé,200 mg,poudre pour solution à diluer pour perfusion,CYMEVAN 500 mg  poudre pour solution à diluer pour perfusion,NÉVIRAPINE ANHYDRE,,intraveineuse,3478044,67147922,0
10057,,solution,,poudre pour solution buvable,OSAFLEXAN 1178 mg  poudre pour solution buvable en sachet-dose,LACTULOSE LIQUIDE,,orale,3970182,67148682,0
10058,,solution,2 g,comprimé,BUPRENORPHINE ARROW 1 mg  comprimé sublingual,NIAOULI (HUILE ESSENTIELLE DE),,sublinguale,3819746,67148878,2.46
10059,,comprimé,25 mg,comprimé sécable,ORACILLINE 1 000 000 UI  comprimé sécable,ACIDE FOLINIQUE,,orale,3194915,67151899,3.81
10060,,comprimé,0 5 mg,comprimé pelliculé,IRBESARTAN/HYDROCHLOROTHIAZIDE RANBAXY 300 mg/12 5 mg  comprimé pelliculé,RÉPAGLINIDE,,orale,2205539,67153213,10.83
